100003.71,14300.711,3011.4653
89120.023,15069.03,2724.3555
79433.273,12332.866,2125.7759
70794.984,14091.985,1973.2698
63093.828,14162.333,1435.9048
56227.73,14007.212,1106.7949
50113.199,13115.942,1182.6018
44666.715,12174.34,897.20923
39804.777,8027.2158,1329.2308
35471.723,8306.1396,1453.8422
31621.143,7861.1333,1827.8245
28178.818,6094.459,2653.4082
25116.906,5185.8159,3193.364
22379.748,6027.7295,3951.6973
19948.781,5615.8623,4866.5005
17777.615,5765.3711,6240.9292
15847.683,7187.833,8489.8945
14121.883,5045.0635,9633.1396
12581.654,4211.021,10517.389
11217.713,5260.7642,12617.674
9992.9492,5375.6133,14442.701
8905.0381,6005.5557,14681.5
7936.1426,4361.4512,14047.939
7075.3394,5285.7119,16554.547
6307.7358,6696.0742,20234.531
5622.5879,6988.9883,21417.832
5008.3994,7401.5127,27086.498
4463.5684,9739.9814,24143.301
3978.7292,3806.0964,24488.771
3546.1335,8019.3242,30539.902
3161.0132,197625.34,79959.641
2815.9023,46258.816,79354.633
2510.801,24414.879,80529.484
2237.1487,14900.404,86407.773
1994.364,21766.447,77455.102
1776.7028,31929.346,108800.2
1583.4794,34486.262,119284.7
1411.3561,26730.541,101907.4
1257.9858,28655.947,101927.05
1121.074,25690.092,105110.78
999.04089,21012.156,105895.93
890.28479,15245.089,106760.91
793.73273,12054.016,115377.47
707.49225,9123.1416,125148.04
630.60522,6739.6626,136286.34
561.97791,7165.1426,153708.34
500.80121,7025.0132,171740.81
446.28531,7730.6206,191700.97
397.83566,9904.3652,213237.53
354.43307,10542.354,240204.17
315.90982,12595.285,269825.69
281.53137,14534.724,301534.28
250.88341,20402.82,336907.75
223.64035,18508.121,377669.47
199.29855,20061.795,422918.41
177.66878,22484.203,472377.28
158.32782,25767.516,524571.31
141.12889,25387.465,589455.69
125.76431,31339.711,661595.56
112.04332,35139.172,738488.44
99.904091,39085.254,823419.0
89.003143,48206.457,928726.19
79.365074,51660.813,1030668.5
70.701538,59217.805,1159522.1
63.004047,21362.146,1310537.8
56.168289,35949.078,1428725.4
50.048084,717522.88,1385363.5
44.614525,131731.19,1872400.8
39.758236,130075.22,2051602.4
35.442337,201662.91,2238658.8
31.58696,276598.5,2672526.5
28.153137,158545.28,2946564.0
25.088341,227437.53,3155917.0
22.35338,278134.97,3516861.0
19.929855,290908.06,3967276.5
17.755703,300122.53,4578420.5
15.82548,427949.56,4539530.5
14.102012,343038.63,5634073.5
12.573749,407361.81,6104622.5
11.200682,497582.63,6915620.0
9.9840012,619142.0,7641899.5
8.8980799,994012.38,8443985.0
7.9314413,735047.5,9106989.0
7.0701542,847321.25,10557646.0
6.3004045,951210.25,11876571.0
5.6124253,2345535.5,12945131.0
5.0048084,1624903.5,14582055.0
4.4591875,2067143.8,15486093.0
3.9738045,2917967.8,17753384.0
3.541477,3108629.5,20487032.0
3.1578393,3056528.5,23065756.0
2.8122737,3401546.3,24661206.0
2.5064201,3637350.5,28289464.0
2.2346973,2831114.3,27975772.0
1.9909517,5779545.5,34679308.0
1.7755703,5716105.0,37050780.0
1.5814751,2148778.8,47871008.0
1.4107078,1290133.1,44135420.0
1.2568384,10547677.0,52507972.0
1.1199117,10426164.0,56931084.0
0.99776685,16653130.0,66821784.0
0.88980794,12904947.0,73256408.0
0.79266727,18795108.0,77785384.0
0.70618093,18234048.0,84913728.0
0.6298371,23574758.0,90502024.0
0.56124258,29387010.0,105499020.0
0.50003231,31468860.0,115583990.0
0.44591874,40881836.0,125604140.0
0.39727911,44980948.0,139981790.0
0.35392344,49581012.0,148160240.0
0.31545237,54014980.0,165981790.0
0.28126836,65035680.0,180088130.0
0.25077015,72078064.0,201378180.0
0.22338629,83208736.0,217288980.0
0.19910559,98043880.0,235630930.0
0.1773797,103880180.0,255769840.0
0.15809685,119404940.0,268069460.0
0.14090538,143487150.0,289243810.0
0.12561083,150603680.0,323016380.0
0.11195615,175032990.0,349201180.0
0.099786371,193206690.0,370977600.0
0.088899583,214302240.0,396884990.0
0.079209358,251041100.0,431592930.0
0.070660561,279857920.0,457084540.0
0.062969476,287617020.0,474610110.0
0.056100115,347064770.0,527576640.0
0.049976036,368493310.0,565854080.0
